component_name	component_version	package_or_native_component	upstream_source	license_expression	selected_license_branch	authoritative_private_license_path	public_legal_file_path	legal_file_sha256	notice_path	artifacts	distribution_kind	inclusion_reason	exclusion_reason	verification_status
ordered-float	4.6.0	rust-package	https://crates.io/crates/ordered-float/4.6.0	MIT	MIT	licenses/ordered-float-4.6.0-LICENSE-MIT-MIT-0bc9fd89cf-f7715d38a3fa.txt	licenses/ordered-float-4.6.0-LICENSE-MIT-MIT-0bc9fd89cf-f7715d38a3fa.txt	f7715d38a3fa1b4ac97c5729740752505a39cb92ee83ab5b102aeb5eaa7cdea4		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:ordered_float-> ordered-float@4.6.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
ordered-stream	0.2.0	rust-package	https://crates.io/crates/ordered-stream/0.2.0	MIT OR Apache-2.0	MIT	licenses/ordered-stream-0.2.0-LICENSE-MIT-MIT-1ddcb0a7fe-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:ordered_stream-> ordered-stream@0.2.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
owned_ttf_parser	0.25.1	rust-package	https://crates.io/crates/owned_ttf_parser/0.25.1	Apache-2.0	Apache-2.0	licenses/owned_ttf_parser-0.25.1-LICENSE-Apache-2_0-8ee7072e13-a6cba85bc92e.txt	licenses/ab_glyph-0.2.32-LICENSE-Apache-2_0-ec9246a757-a6cba85bc92e.txt	a6cba85bc92e0cff7a450b1d873c0eaa2e9fc96bf472df0247a26bec77bf3ff9		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:epaint-> epaint@0.31.1 -normal:ab_glyph-> ab_glyph@0.2.32 -normal:owned_ttf_parser-> owned_ttf_parser@0.25.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
page_size	0.6.0	rust-package	https://crates.io/crates/page_size/0.6.0	MIT/Apache-2.0	MIT	licenses/page_size-0.6.0-LICENSE-MIT-MIT-732f98acb7-14435fbcd271.txt	licenses/page_size-0.6.0-LICENSE-MIT-MIT-732f98acb7-14435fbcd271.txt	14435fbcd271e2783f721b57b7bf4f6502c1379249a4300e0e5bb774686c2d90		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:page_size-> page_size@0.6.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
parking	2.2.1	rust-package	https://crates.io/crates/parking/2.2.1	Apache-2.0 OR MIT	MIT	licenses/parking-2.2.1-LICENSE-MIT-MIT-9ad1a667d1-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:futures_lite-> futures-lite@2.6.1 -normal:parking-> parking@2.2.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
parking_lot	0.12.5	rust-package	https://crates.io/crates/parking_lot/0.12.5	MIT OR Apache-2.0	MIT	licenses/parking_lot-0.12.5-LICENSE-MIT-MIT-6c16db6518-c9a75f18b9ab.txt	licenses/lock_api-0.4.14-LICENSE-MIT-MIT-e11af46c0a-c9a75f18b9ab.txt	c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:parking_lot-> parking_lot@0.12.5. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
parking_lot_core	0.9.12	rust-package	https://crates.io/crates/parking_lot_core/0.9.12	MIT OR Apache-2.0	MIT	licenses/parking_lot_core-0.9.12-LICENSE-MIT-MIT-25bba821be-c9a75f18b9ab.txt	licenses/lock_api-0.4.14-LICENSE-MIT-MIT-e11af46c0a-c9a75f18b9ab.txt	c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:parking_lot-> parking_lot@0.12.5 -normal:parking_lot_core-> parking_lot_core@0.9.12. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
paste	1.0.15	rust-package	https://crates.io/crates/paste/1.0.15	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO+HOST_BUILD_SCRIPT		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:metal-> metal@0.31.0 -normal:paste-> paste@1.0.15. No independent target unit or generated-material proof.	PASS
pin-project-lite	0.2.17	rust-package	https://crates.io/crates/pin-project-lite/0.2.17	Apache-2.0 OR MIT	MIT	licenses/pin-project-lite-0.2.17-LICENSE-MIT-MIT-4b3510b027-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:tracing-> tracing@0.1.44 -normal:pin_project_lite-> pin-project-lite@0.2.17. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
piper	0.2.5	rust-package	https://crates.io/crates/piper/0.2.5	MIT OR Apache-2.0	MIT	licenses/piper-0.2.5-LICENSE-MIT-MIT-31ec8b663c-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:blocking-> blocking@1.6.2 -normal:piper-> piper@0.2.5. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
pkg-config	0.3.33	rust-package	https://crates.io/crates/pkg-config/0.3.33	MIT OR Apache-2.0	NOT_SELECTED						HOST_BUILD_DEPENDENCY		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:khronos_egl-> khronos-egl@6.0.0 -build:pkg_config-> pkg-config@0.3.33. No independent target unit or generated-material proof.	PASS
png	0.18.1	rust-package	https://crates.io/crates/png/0.18.1	MIT OR Apache-2.0	MIT	licenses/png-0.18.1-LICENSE-MIT-MIT-74210a6d75-eaf40297c75d.txt	licenses/png-0.18.1-LICENSE-MIT-MIT-74210a6d75-eaf40297c75d.txt	eaf40297c75da471f7cda1f3458e8d91b4b2ec866e609527a13acfa93b638652		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:png-> png@0.18.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
polling	3.11.0	rust-package	https://crates.io/crates/polling/3.11.0	Apache-2.0 OR MIT	MIT	licenses/polling-3.11.0-LICENSE-MIT-MIT-e7e86a9923-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_io-> async-io@2.6.0 -normal:polling-> polling@3.11.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
pollster	0.4.0	rust-package	https://crates.io/crates/pollster/0.4.0	Apache-2.0/MIT	MIT	licenses/pollster-0.4.0-LICENSE-MIT-MIT-3960e591c6-cc02a5331667.txt	licenses/pollster-0.4.0-LICENSE-MIT-MIT-3960e591c6-cc02a5331667.txt	cc02a53316678ca2575cc69d12daa7b1833935d4b7742c31fbab7bd74a481077		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:mcraw4vulkan_gpu-> mcraw4vulkan-gpu@0.1.0 -normal:pollster-> pollster@0.4.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
portable-atomic	1.13.1	rust-package	https://crates.io/crates/portable-atomic/1.13.1	Apache-2.0 OR MIT	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source portable-atomic-1.13.1.	PASS
portable-atomic-util	0.2.7	rust-package	https://crates.io/crates/portable-atomic-util/0.2.7	Apache-2.0 OR MIT	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source portable-atomic-util-0.2.7.	PASS
powerfmt	0.2.0	rust-package	https://crates.io/crates/powerfmt/0.2.0	MIT OR Apache-2.0	MIT	licenses/powerfmt-0.2.0-LICENSE-MIT-MIT-94c391d8af-070dbc7dda03.txt	licenses/powerfmt-0.2.0-LICENSE-MIT-MIT-94c391d8af-070dbc7dda03.txt	070dbc7dda03a29296f2d58bdb9b7331af90f2abc9f31df22875d1eabaf29852		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:time-> time@0.3.45 -normal:deranged-> deranged@0.5.8 -normal:powerfmt-> powerfmt@0.2.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
proc-macro-crate	3.5.0	rust-package	https://crates.io/crates/proc-macro-crate/3.5.0	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO_SUPPORT		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:num_enum-> num_enum@0.7.6 -normal:num_enum_derive-> num_enum_derive@0.7.6 -normal:proc_macro_crate-> proc-macro-crate@3.5.0. No independent target unit or generated-material proof.	PASS
proc-macro2	1.0.107	rust-package	https://crates.io/crates/proc-macro2/1.0.107	MIT OR Apache-2.0	MIT	licenses/proc-macro2-1.0.107-LICENSE-MIT-MIT-af6092e5c8-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:zbus_names-> zbus_names@4.3.4 -normal:zvariant-> zvariant@5.14.0 -normal:zvariant_utils-> zvariant_utils@4.0.0 -normal:proc_macro2-> proc-macro2@1.0.107. Observed unit contexts: HOST_BUILD_SCRIPT,HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
profiling	1.0.18	rust-package	https://crates.io/crates/profiling/1.0.18	MIT OR Apache-2.0	MIT	licenses/profiling-1.0.18-LICENSE-MIT-MIT-1bc74bceb7-c8167fdeeed4.txt	licenses/profiling-1.0.18-LICENSE-MIT-MIT-1bc74bceb7-c8167fdeeed4.txt	c8167fdeeed46d3f244d3f85c5bf998ce889343691c32be2c61a8bc4b5c08333		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:profiling-> profiling@1.0.18. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
ProjFS	OS	native-component	https://learn.microsoft.com/windows/win32/projfs/	NOT_DISTRIBUTED	NOT_APPLICABLE					windows-x64	SYSTEM_DEPENDENCY_NOT_DISTRIBUTED	Windows supplies ProjFS and the project copies no ProjFS payload		PASS
quote	1.0.47	rust-package	https://crates.io/crates/quote/1.0.47	MIT OR Apache-2.0	MIT	licenses/quote-1.0.47-LICENSE-MIT-MIT-a77d4bee3a-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:zbus_names-> zbus_names@4.3.4 -normal:zvariant-> zvariant@5.14.0 -normal:zvariant_utils-> zvariant_utils@4.0.0 -normal:quote-> quote@1.0.47. Observed unit contexts: HOST_BUILD_SCRIPT,HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
r-efi	6.0.0	rust-package	https://crates.io/crates/r-efi/6.0.0	MIT OR Apache-2.0 OR LGPL-2.1-or-later	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source r-efi-6.0.0.	PASS
raw-window-handle	0.6.2	rust-package	https://crates.io/crates/raw-window-handle/0.6.2	MIT OR Apache-2.0 OR Zlib	MIT	licenses/raw-window-handle-0.6.2-LICENSE-MIT.md-MIT-15c71a43d3-9c5a80639a57.txt	licenses/raw-window-handle-0.6.2-LICENSE-MIT.md-MIT-15c71a43d3-9c5a80639a57.txt	9c5a80639a57c1c945570e7ebbca0706305849ce3c098021325cca9db2f7acc4		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:raw_window_handle-> raw-window-handle@0.6.2. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
redox_syscall	0.5.18	rust-package	https://crates.io/crates/redox_syscall/0.5.18	MIT	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source redox_syscall-0.5.18.	PASS
ref-cast	1.0.26	rust-package	https://crates.io/crates/ref-cast/1.0.26	MIT OR Apache-2.0	MIT	licenses/ref-cast-1.0.26-LICENSE-MIT-MIT-e6afd6cef2-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:ref_cast-> ref-cast@1.0.26. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
ref-cast-impl	1.0.26	rust-package	https://crates.io/crates/ref-cast-impl/1.0.26	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:ref_cast-> ref-cast@1.0.26 -normal:ref_cast_impl-> ref-cast-impl@1.0.26. No independent target unit or generated-material proof.	PASS
renderdoc-sys	1.1.0	rust-package	https://crates.io/crates/renderdoc-sys/1.1.0	MIT OR Apache-2.0	MIT	licenses/renderdoc-sys-1.1.0-LICENSE-MIT-MIT-b5932c618b-24b2f2eff5a7.txt	licenses/renderdoc-sys-1.1.0-LICENSE-MIT-MIT-b5932c618b-24b2f2eff5a7.txt	24b2f2eff5a7622e87162823e260f00c6dfbce0e26d585d3d28c785f1edc80ed		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Effective target-unit closure from cargo tree --edges normal,no-proc-macro retains this package for exactly: arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64,windows-x64. Inactive optional, proc-macro, and build-only edges are excluded.		PASS
rustc-hash	1.1.0	rust-package	https://crates.io/crates/rustc-hash/1.1.0	Apache-2.0/MIT	MIT	licenses/rustc-hash-1.1.0-LICENSE-MIT-MIT-960fb0d13c-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:rustc_hash-> rustc-hash@1.1.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
rustc-hash	2.1.3	rust-package	https://crates.io/crates/rustc-hash/2.1.3	Apache-2.0 OR MIT	MIT	licenses/rustc-hash-2.1.3-LICENSE-MIT-MIT-62e4c5d8ec-30fefc3a7d6a.txt	licenses/rustc-hash-2.1.3-LICENSE-MIT-MIT-62e4c5d8ec-30fefc3a7d6a.txt	30fefc3a7d6a0041541858293bcbea2dde4caa4c0a5802f996a7f7e8c0085652		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui_wgpu-> egui-wgpu@0.31.1 -normal:type_map-> type-map@0.5.1 -normal:rustc_hash-> rustc-hash@2.1.3. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
rustix	1.1.4	rust-package	https://crates.io/crates/rustix/1.1.4	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	MIT	licenses/rustix-1.1.4-LICENSE-MIT-MIT-089380cd60-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_io-> async-io@2.6.0 -normal:polling-> polling@3.11.0 -normal:rustix-> rustix@1.1.4. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
rustversion	1.0.23	rust-package	https://crates.io/crates/rustversion/1.0.23	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO+HOST_BUILD_SCRIPT		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0 -normal:strum-> strum@0.26.3 -normal:strum_macros-> strum_macros@0.26.4 -normal:rustversion-> rustversion@1.0.23. No independent target unit or generated-material proof.	PASS
scopeguard	1.2.0	rust-package	https://crates.io/crates/scopeguard/1.2.0	MIT OR Apache-2.0	MIT	licenses/scopeguard-1.2.0-LICENSE-MIT-MIT-9973986ca8-fb77f0a9c53e.txt	licenses/scopeguard-1.2.0-LICENSE-MIT-MIT-9973986ca8-fb77f0a9c53e.txt	fb77f0a9c53e473abe5103c8632ef9f0f2874d4fb3f17cb2d8c661aab9cee9d7		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:parking_lot-> parking_lot@0.12.5 -normal:lock_api-> lock_api@0.4.14 -normal:scopeguard-> scopeguard@1.2.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
sdl2	0.38.0	rust-package	https://crates.io/crates/sdl2/0.38.0	MIT	MIT	licenses/sdl2-0.38.0-LICENSE-MIT-9910097f7a-df7af208e28b.txt	licenses/sdl2-0.38.0-LICENSE-MIT-9910097f7a-df7af208e28b.txt	df7af208e28b219a02bfa6efb733ed70c96b35e13aa09064c3c999919790dd4c		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display_sound-> mcraw4vulkan-display-sound@0.1.0 -normal:sdl2-> sdl2@0.38.0. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
SDL2	2.32.8	native-component	https://www.libsdl.org/	Zlib	Zlib	licenses/SDL2-2.32.8-License.txt-Zlib-37b975b52737.txt	licenses/SDL2-2.32.8-License.txt-Zlib-37b975b52737.txt	37b975b5273734ea157fb1e363d06191036f289eca7767f736967816bedd156f		macos-universal	BUNDLED_DYNAMIC_FRAMEWORK	arm64,x86_64 framework at Contents/Frameworks/SDL2.framework; packaged binary SHA-256 553bfd8244fa7020ada8af2d7979b85f97f2acf9ec9ccb4366ed8dac68b0bed4; source binary SHA-256 169747cef7eac2e61e65a6e6424605c999c94cbc1eb5b0e43e953fb49aed9a30		PASS
SDL2	SYSTEM	native-component	https://www.libsdl.org/	NOT_DISTRIBUTED	NOT_APPLICABLE					arch-x86_64,fedora44-x86_64,el10-x86_64,ubuntu-amd64	SYSTEM_OR_PACKAGE_MANAGER_DEPENDENCY_NOT_DISTRIBUTED	Linux packaging requires the distribution SDL2 package and forbids bundling it		PASS
SDL2	2.32.10	native-component	https://www.libsdl.org/	Zlib	Zlib	licenses/SDL2-2.32.10-License.txt-Zlib-97f35b302b36.txt	licenses/SDL2-2.32.10-License.txt-Zlib-97f35b302b36.txt	97f35b302b361680ec1e891e95d2d52097bb95abff361434916d99dc1305f127		windows-x64	BUNDLED_DYNAMIC_LIBRARY	x64 SDL2.dll file version 2.32.10.0; bundled SHA-256 b37740a72a7a9706216df9f0134894bb7a850b356fd149398c67d874cbcfacb4; installed at ProgramFiles64Folder/mcraw4vulkan/bin/SDL2.dll		PASS
sdl2-sys	0.38.0	rust-package	https://crates.io/crates/sdl2-sys/0.38.0	MIT AND Zlib	MIT,Zlib	licenses/sdl2-sys-0.38.0-LICENSE-MIT-150c9836cd-df7af208e28b.txt	licenses/sdl2-0.38.0-LICENSE-MIT-9910097f7a-df7af208e28b.txt	df7af208e28b219a02bfa6efb733ed70c96b35e13aa09064c3c999919790dd4c		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display_sound-> mcraw4vulkan-display-sound@0.1.0 -normal:sdl2-> sdl2@0.38.0 -normal:sdl2_sys-> sdl2-sys@0.38.0. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
sdl2-sys	0.38.0	rust-package	https://crates.io/crates/sdl2-sys/0.38.0	MIT AND Zlib	MIT,Zlib	licenses/sdl2-sys-0.38.0-LICENSE.txt-Zlib-0a7bbf6559-9928507f684c.txt	licenses/sdl2-sys-0.38.0-LICENSE.txt-Zlib-0a7bbf6559-9928507f684c.txt	9928507f684c1965d07f2b6ef4b4723d5efc2f6b4ab731f743a413c51c319927		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display_sound-> mcraw4vulkan-display-sound@0.1.0 -normal:sdl2-> sdl2@0.38.0 -normal:sdl2_sys-> sdl2-sys@0.38.0. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
SDL2_image	NOT_DISTRIBUTED	native-component	https://github.com/libsdl-org/SDL_image	NOT_DISTRIBUTED	NOT_APPLICABLE					macos-universal	NOT_DISTRIBUTED	Absent from the C11 package, app bundle, extracted PKG payload, and mounted DMG		PASS
